review_idx,user_idx,product_idx,review_rating
323,2800,681,1
324,2192,2613,1
325,609,760,4
326,3273,3148,1
327,1148,2194,5
328,187,2547,3
329,3398,1223,2
330,2512,3575,2
331,3421,3024,4
332,1795,3281,1
333,660,1072,5
334,2812,541,2
335,3003,511,1
336,1956,345,2
337,2451,3370,2
338,1370,3823,1
339,1987,2380,3
340,1535,2481,3
341,147,399,4
342,3220,3407,5
343,2912,3281,1
344,1735,3767,2
345,1844,1295,3
346,489,3252,5
347,2977,3510,5
348,1960,2036,1
349,1664,3850,1
350,2599,1778,1
351,2386,380,3
352,2920,3764,4
353,641,1662,4
354,1803,3059,4
355,2521,1307,5
356,1970,2466,5
357,2199,16,3
358,1439,2581,1
359,3370,2593,1
360,1635,69,2
361,263,411,2
362,1788,3124,2
363,2192,2860,5
364,2394,919,4
365,624,1491,3
366,1017,3806,4
367,3644,3344,1
368,881,2487,2
369,2050,2578,4
370,2945,273,1
371,1328,820,2
372,2302,2616,4
373,3724,2545,4
374,453,3985,4
375,3109,2982,2
376,1184,1891,5
377,3063,3040,2
378,2057,2683,3
379,3305,603,2
380,3171,3938,4
381,1683,1433,1
382,2864,256,1
383,2256,2488,4
384,1155,1359,5
385,404,3702,5
386,2200,2483,2
387,2102,690,2
388,3192,3533,1
389,1697,308,4
390,3992,1697,4
391,628,3167,2
392,587,409,3
393,1649,3952,2
394,1444,826,2
395,1446,1192,5
396,104,2135,2
397,3924,3095,2
398,254,1775,3
399,3299,534,1
400,3184,2868,1
401,2558,1208,2
402,1497,417,4
403,99,2777,2
404,2201,1238,5
405,1885,1944,3
406,2962,2181,2
407,1920,2101,1
408,878,4119,2
409,338,3675,3
410,3778,460,3
411,2870,650,4
412,3235,120,4
413,3792,2256,4
414,957,318,2
415,1705,868,1
416,161,3227,5
417,1604,394,1
418,2849,2553,3
419,398,3229,1
420,1301,2062,2
421,816,77,4
422,3988,3411,1
423,1528,409,3
424,1920,4093,3
425,1416,2268,5
426,1159,744,1
427,1219,2854,2
428,401,3835,3
429,640,3998,5
430,3105,1832,3
431,2736,988,5
432,460,2702,3
433,955,3713,2
434,3955,3908,2
435,470,2865,3
436,3447,755,4
437,1046,676,2
438,2798,4124,2
439,1694,1711,5
440,2086,3476,5
441,2278,542,1
442,3437,165,1
443,563,2256,2
444,2486,985,2
445,1800,2662,3
446,3355,618,4
447,2075,3914,3
448,226,69,2
449,3349,3425,5
450,798,1,1
451,3681,2399,4
452,2332,2055,5
453,2927,186,2
454,960,2510,4
455,1505,3080,4
456,453,136,1
457,3068,383,4
458,3901,2687,2
459,816,928,1
460,659,3444,2
461,3588,561,4
462,547,1190,2
463,1216,898,5
464,3121,2369,4
465,3584,1739,3
466,17,3046,3
467,3244,3873,5
468,1244,2399,3
469,2206,1394,3
470,2525,2589,1
471,1070,3467,2
472,3445,2025,4
473,2566,3686,3
474,2147,930,4
475,3964,3227,5
476,1769,1404,3
477,1061,200,1
478,2328,3752,4
479,3421,2286,5
480,2545,671,1
481,302,1729,2
482,181,3239,5
483,607,1250,1
484,3171,879,4
485,700,3352,1
486,993,2524,5
487,1140,498,2
488,191,1988,2
489,2301,978,5
490,981,3045,4
491,2976,2749,2
492,2007,2477,3
493,1185,539,3
494,3328,4041,2
495,3395,901,4
496,128,1467,4
497,2066,3016,4
498,1817,1734,4
499,1759,491,4
500,2614,1710,1
501,570,1754,2
502,1347,1919,5
503,1896,2035,3
504,2734,2712,2
505,3864,1487,3
506,626,1501,2
507,3360,198,2
508,2902,1968,3
509,1687,1535,4
510,3010,1714,3
511,3711,1349,3
512,155,3845,3
513,2538,596,4
514,1410,139,2
515,785,1015,5
516,3176,242,5
517,3465,2364,2
518,3883,733,3
519,246,135,2
520,3248,3260,1
521,3111,3762,2
522,1501,2627,1
523,1706,3141,5
524,2807,2487,5
525,538,2125,5
526,1891,1511,3
527,1842,1819,1
528,921,2797,1
529,2456,1644,1
530,525,2769,2
531,2876,3365,3
532,1530,1400,5
533,2951,1551,2
534,3897,3412,3
535,36,83,5
536,685,1480,1
537,20,2921,1
538,2369,2284,1
539,3848,2441,4
540,2560,1783,1
541,400,605,5
542,2702,731,2
543,972,1361,2
544,1907,2079,4
545,2519,978,4
546,1167,1638,5
547,1116,1982,3
548,3426,2951,4
549,834,3301,4
550,1824,4005,5
551,2775,583,2
552,1983,460,5
553,854,136,1
554,51,1977,3
555,3737,978,4
556,3770,284,3
557,575,2898,5
558,3262,2399,2
559,1149,4113,3
560,2198,1239,4
561,2362,3467,1
562,2618,2462,3
563,3414,3167,5
564,2353,3705,5
565,1716,2054,3
566,682,780,5
567,838,2135,3
568,3855,2237,3
569,1078,1640,2
570,3051,420,5
571,2492,1827,2
572,2661,3139,5
573,3041,3690,2
574,2312,207,1
575,3125,3391,5
576,1596,3871,2
577,3052,3797,1
578,3692,2535,1
579,5,2181,1
580,1127,1398,2
581,1220,1447,1
582,774,952,4
583,877,4022,5
584,992,1718,4
585,2932,3806,4
586,3422,3199,5
587,47,1597,4
588,2915,3734,1
589,2871,3217,3
590,2984,907,4
591,3892,3751,5
592,2704,4059,2
593,269,2155,2
594,370,1338,1
595,636,4107,4
596,1130,2496,3
597,1694,2975,2
598,1683,2443,3
599,657,361,1
600,120,3065,5
601,831,573,5
602,1811,1956,1
603,3676,3045,3
604,1082,1585,3
605,1975,2234,3
606,1370,3293,1
607,741,3247,2
608,3546,1815,2
609,117,4042,4
610,1854,1890,5
611,2839,1900,5
612,1151,2656,4
613,3465,2330,3
614,1932,3719,1
615,1013,1057,5
616,1665,2130,3
617,1082,1507,2
618,634,1631,3
619,513,992,4
620,3823,1194,1
621,2850,3969,5
622,1120,703,4
623,3710,1031,2
624,1142,2482,2
625,560,563,1
626,3673,367,5
627,488,794,2
628,3309,3104,4
629,3957,987,2
630,897,958,5
631,3344,3596,3
632,1213,855,2
633,704,1570,2
634,1471,2257,2
635,581,3910,3
636,2838,4104,5
637,2909,2223,4
638,2295,4177,5
639,3148,238,1
640,154,3289,4
641,1680,1733,3
642,3507,3062,1
643,997,815,2
644,3158,1187,2
645,2745,2226,5
646,3357,985,3
647,1244,798,3
648,1093,4163,2
649,3119,544,2
650,1009,520,3
651,2142,2547,3
652,1774,1455,5
653,958,1059,2
654,3060,2237,3
655,453,1113,1
656,1228,3407,1
657,2960,947,1
658,2266,4031,4
659,2522,136,1
660,2480,2594,3
661,2389,793,4
662,551,1137,2
663,1636,1363,3
664,1313,555,1
665,3326,2573,2
666,1758,3404,1
667,357,2255,5
668,2071,1367,4
669,1786,949,2
670,2570,104,1
671,1782,1047,5
672,3909,4027,4
673,3172,2615,1
674,2850,3332,3
675,3252,964,5
676,3295,3272,2
677,3978,838,1
678,2810,2459,2
679,3731,882,3
680,2490,3189,2
681,1632,2203,5
682,2817,3335,4
683,1016,2199,1
684,1349,212,4
685,516,1216,1
686,3088,881,2
687,2840,755,2
688,336,701,5
689,1783,2220,2
690,2306,371,3
691,497,1733,5
692,896,802,1
693,2208,990,2
694,3547,416,1
695,852,2966,2
696,1688,3338,5
697,1932,3613,3
698,2738,1621,1
699,3747,1536,4
700,2428,2793,2
701,1569,573,5
702,957,3656,1
703,2739,293,5
704,3499,80,1
705,1637,1863,3
706,1292,619,2
707,3907,960,1
708,3649,3279,4
709,1441,3736,2
710,1192,2214,2
711,3914,3575,5
712,1067,3997,2
713,3628,2478,1
714,285,3252,3
715,2445,2169,1
716,12,3246,2
717,1631,2379,4
718,3374,1723,4
719,3970,1162,1
720,3325,1890,1
721,2547,2041,1
722,754,3972,1
723,2083,3402,5
724,2775,3310,1
725,2897,1100,5
726,90,4019,2
727,776,1689,1
728,2653,4133,1
729,3994,845,4
730,3018,1644,2
731,1626,2334,2
732,3070,1264,1
733,418,2935,2
734,115,3686,3
735,617,216,4
736,3975,3658,2
737,3268,2341,3
738,826,1508,1
739,3573,2091,4
740,1650,3379,4
741,1517,1117,4
742,3147,2741,3
743,413,2162,5
744,3448,3257,4
745,3492,2969,3
746,729,1149,5
747,3349,3177,3
748,3069,3346,3
749,2809,3962,3
750,676,1141,4
751,3466,2934,1
752,1893,2108,4
753,2505,2449,4
754,2968,828,4
755,2240,1204,4
756,2787,3304,5
757,3761,845,5
758,1123,2972,3
759,1572,1269,2
760,978,1630,2
761,1009,3531,1
762,2144,804,3
763,1688,128,1
764,2711,952,5
765,3262,2265,4
766,3808,20,1
767,37,3639,1
768,3852,1782,5
769,3441,3835,3
770,3767,3132,4
771,1549,557,4
772,2327,2245,3
773,2265,2984,5
774,2915,3564,5
775,873,2726,1
776,1822,3332,2
777,1297,197,2
778,3953,2829,5
779,2110,3989,3
780,596,2470,3
781,1904,1631,2
782,729,3279,3
783,1366,2039,3
784,397,2480,4
785,699,2476,3
786,3091,3310,4
787,2225,3179,4
788,1636,1388,2
789,396,642,4
790,2493,575,5
791,3305,3145,1
792,3987,1722,4
793,76,1019,5
794,265,4059,5
795,2503,3421,3
796,1820,400,5
797,718,1457,3
798,2783,1596,5
799,3456,117,2
800,3636,383,2
801,851,2130,2
802,3578,1851,2
803,1391,832,2
804,144,2701,5
805,885,2782,4
806,3141,3482,4
807,3171,2118,4
808,396,2007,2
809,3097,2572,2
810,2996,297,5
811,2939,719,4
812,1493,3137,3
813,3556,3080,2
814,3637,11,1
815,3223,411,1
816,1168,2940,1
817,2617,2655,5
818,1063,3187,3
819,2157,3451,2
820,3765,599,5
821,1066,824,4
822,1210,2398,4
823,2983,4115,2
824,2446,313,2
825,3295,2975,1
826,634,3739,3
827,1157,2493,1
828,3235,1946,3
829,1239,231,5
830,733,3741,5
831,235,2673,3
832,3915,3455,5
833,2706,3584,3
834,751,44,5
835,2636,2925,4
836,3081,3694,2
837,3146,2271,5
838,954,3458,5
839,2540,2950,4
840,2961,2319,1
841,3325,3386,4
842,3302,2295,5
843,1543,2996,4
844,1198,3639,4
845,1677,3368,4
846,1192,3285,3
847,2218,2343,4
848,1417,171,4
849,2994,1640,5
850,2843,617,3
851,2682,240,1
852,1218,1857,3
853,1541,923,3
854,2077,1905,3
855,3237,3150,5
856,1446,813,2
857,2387,1731,5
858,3720,832,5
859,1520,3425,1
860,1389,2208,1
861,1857,3433,1
862,1366,3369,2
863,500,2228,3
864,1681,2261,2
865,511,2918,3
866,3399,3521,2
867,217,2709,5
868,1325,1821,5
869,1156,649,3
870,1828,189,3
871,3142,1223,3
872,3324,479,4
873,3487,3063,1
874,1811,2026,4
875,2493,1889,4
876,2924,1551,5
877,1206,2917,5
878,2215,3256,3
879,91,2807,5
880,714,34,3
881,1882,296,4
882,3603,2501,1
883,39,3780,5
884,3198,3577,4
885,3523,1430,3
886,173,2190,5
887,653,1988,1
888,754,2883,5
889,1244,1710,3
890,3710,2778,4
891,1082,3698,4
892,1684,1548,1
893,2524,463,1
894,456,3316,4
895,829,3305,2
896,895,514,4
897,1385,4097,3
898,1959,3567,5
899,3073,3804,2
900,2435,3688,4
901,1997,3939,5
902,2396,3490,1
903,190,1472,4
904,505,338,2
905,1215,3082,3
906,1532,3413,5
907,3441,2393,5
908,3481,977,4
909,824,2246,3
910,929,4069,3
911,934,1704,1
912,1141,872,4
913,134,3410,5
914,2106,2590,1
915,3628,1550,5
916,685,3508,1
917,2720,2622,4
918,2221,2530,1
919,1853,2158,1
920,815,2357,3
921,1173,160,3
922,80,2103,5
923,2934,2809,3
924,3285,2000,4
925,203,2582,4
926,2812,2994,1
927,1253,2935,5
928,1700,2312,4
929,1251,2796,1
930,1683,3589,5
931,1556,3117,4
932,3513,3748,2
933,3474,1950,1
934,2095,1460,4
935,1257,2452,2
936,3377,3068,1
937,1550,4091,4
938,1167,2989,1
939,3487,772,3
940,3585,1112,2
941,1397,3312,5
942,3638,1595,5
943,3958,2730,1
944,3331,1282,1
945,2704,3586,3
946,471,2829,2
947,3019,2374,1
948,1036,342,5
949,1354,2819,2
950,2784,2926,2
951,2832,1273,3
952,968,710,1
953,358,739,2
954,3020,1779,3
955,3480,4131,5
956,668,3719,3
957,373,10,3
958,1032,1738,3
959,1146,2579,1
960,1372,1559,3
961,2724,2143,5
962,90,2624,2
963,3720,4001,4
964,2746,2144,1
965,3388,865,4
966,3250,1801,3
967,540,3453,1
968,2780,2717,5
969,869,1810,4
970,41,1998,2
971,740,2932,5
972,3776,2131,5
973,1947,2693,4
974,2550,3177,2
975,3007,2797,1
976,3217,1556,5
977,1225,3691,1
978,929,3573,5
979,2037,331,3
980,3796,1945,5
981,2509,3959,1
982,2780,1685,2
983,2800,2437,4
984,925,971,2
985,2957,747,5
986,1582,2185,1
987,3619,1385,3
988,3325,4031,2
989,390,1019,3
990,1618,2579,4
991,2931,4112,3
992,256,3941,4
993,709,2025,3
994,1839,1543,5
995,1945,2712,3
996,2498,3047,2
997,10,1455,2
998,2872,3004,2
999,798,1703,4
1000,3314,3874,4
1001,3323,122,5
1002,877,1477,4
1003,1029,266,5
1004,3191,28,3
1005,1016,2125,1
1006,1825,432,2
1007,374,3778,2
1008,3137,1086,5
1009,2194,2095,4
1010,224,2486,3
1011,1263,101,5
1012,2225,2155,2
1013,1803,3049,5
1014,853,800,1
1015,3354,3823,1
1016,63,1296,1
1017,1241,435,3
1018,3926,3805,1
1019,2875,2614,3
1020,2843,916,5
1021,689,2276,3
1022,1485,648,2
1023,1634,2296,4
1024,2153,4079,1
1025,3171,1432,4
1026,511,2362,5
1027,385,4133,3
1028,405,724,3
1029,2871,1548,4
1030,518,980,5
1031,476,84,4
1032,2001,3487,2
1033,2757,1366,1
1034,3935,550,1
1035,1669,3493,3
1036,1894,2763,5
1037,2819,3854,5
1038,1461,3200,3
1039,3095,152,5
1040,3045,3499,5
1041,3637,2213,1
1042,2725,2986,2
1043,714,4095,2
1044,3530,1568,3
1045,83,212,2
1046,1169,2180,2
1047,3157,3224,1
1048,3150,1527,2
1049,2505,522,2
1050,1902,3947,2
1051,2049,1703,4
1052,51,18,2
1053,685,3481,4
1054,717,1720,1
1055,3844,3317,2
1056,1470,4015,5
1057,449,879,4
1058,881,594,2
1059,488,1610,5
1060,1824,876,3
1061,2082,3232,4
1062,3420,2449,1
1063,2143,2137,3
1064,3144,2054,5
1065,1575,84,4
1066,2202,1440,4
1067,250,2669,2
1068,674,2220,3
1069,438,699,2
1070,2166,1821,1
1071,771,1099,3
1072,3963,2895,4
1073,3378,3418,5
1074,268,249,1
1075,1985,1958,2
1076,1078,1891,2
1077,236,3368,1
1078,389,2116,3
1079,3038,3064,1
1080,3806,1807,3
1081,763,296,1
1082,1849,2695,1
1083,2449,1992,4
1084,624,3940,3
1085,2815,32,1
1086,3375,3876,2
1087,2967,793,2
1088,3279,1090,3
1089,1253,230,1
1090,2901,2781,3
1091,3982,790,1
1092,578,1799,4
1093,2123,3981,5
1094,435,3241,2
1095,2151,3857,3
1096,3494,314,2
1097,3776,233,1
1098,764,3508,2
1099,2786,1030,1
1100,2854,3607,3
1101,1330,2712,5
1102,2146,2289,4
1103,3922,4000,4
1104,2846,2606,2
1105,1359,3345,3
1106,2907,2123,3
1107,2483,2331,4
1108,447,3780,1
1109,2018,4183,4
1110,1332,881,2
1111,249,2978,4
1112,166,1173,1
1113,3553,160,2
1114,3032,2494,1
1115,1359,2130,5
1116,1020,3079,2
1117,542,2230,1
1118,759,2918,4
1119,3178,3014,5
1120,3635,1550,1
1121,2129,3386,4
1122,2181,1580,5
1123,797,3372,3
1124,2948,1961,3
1125,138,3845,5
1126,2232,2391,1
1127,3473,1420,1
1128,1354,3918,2
1129,2833,3836,1
1130,3580,3631,1
1131,1876,163,3
1132,3032,116,3
1133,69,1471,1
1134,2594,3080,4
1135,3846,3853,3
1136,2101,2839,1
1137,1474,543,3
1138,205,414,1
1139,2174,682,5
1140,3819,642,3
1141,43,3979,1
1142,3824,1433,3
1143,1907,669,4
1144,2159,2070,5
1145,761,969,1
1146,3735,1181,5
1147,3255,3236,1
1148,2896,252,5
1149,2143,2880,5
1150,1995,3999,2
1151,3446,791,1
1152,1936,1496,3
1153,3592,3069,3
1154,900,2708,3
1155,360,2578,5
1156,2948,1236,4
1157,1720,1059,3
1158,281,1171,5
1159,3267,3619,3
1160,1888,3660,2
1161,3267,3656,5
1162,667,57,1
1163,93,1893,5
1164,672,2570,2
1165,1970,4081,1
1166,61,1949,3
1167,2682,223,5
1168,3123,1640,2
1169,3475,1758,1
1170,3861,836,4
1171,1029,2537,5
1172,1490,2526,5
1173,604,985,3
1174,682,1358,4
1175,3901,3061,3
1176,2582,1447,4
1177,1429,1372,1
1178,2886,3225,1
1179,3585,1875,5
1180,2693,2500,5
1181,2281,3362,1
1182,524,1143,4
1183,2394,565,3
1184,3118,1589,1
1185,2594,3986,1
1186,1969,1471,2
1187,1102,3915,5
1188,1754,3114,4
1189,1837,3363,3
1190,3995,1637,2
1191,3145,2913,2
1192,2842,1473,1
1193,2297,1245,5
1194,2095,3738,1
1195,1145,2099,2
1196,2262,2598,2
1197,2287,2513,3
1198,1080,259,1
1199,2398,2359,1
1200,107,3394,4
1201,2879,3779,3
1202,48,3412,5
1203,3645,1269,1
1204,337,940,1
1205,1050,2377,5
1206,2852,3952,3
1207,1281,196,1
1208,2056,4158,5
1209,625,3097,4
1210,1891,3636,1
1211,1277,562,5
1212,1716,3450,2
1213,2767,3367,1
1214,303,3124,4
1215,639,2892,5
1216,56,40,5
1217,726,1768,1
1218,526,2505,2
1219,474,788,5
1220,28,1877,5
1221,2126,4098,2
1222,3288,1493,4
1223,3458,1130,1
1224,365,2264,1
1225,2714,4022,1
1226,526,2186,3
1227,2747,1645,1
1228,1336,3561,2
1229,883,2686,1
1230,1031,1413,4
1231,1027,1222,3
1232,1647,2250,2
1233,919,2240,2
1234,2798,644,4
1235,2411,2549,1
1236,1775,3806,3
1237,1532,4143,3
1238,3346,1386,3
1239,3578,2585,2
1240,2854,1602,4
1241,2787,3318,2
1242,1907,808,1
1243,3087,2660,5
1244,1216,115,3
1245,1655,2728,3
1246,485,2267,3
1247,2076,3902,2
1248,714,2729,3
1249,1063,4172,3
1250,1977,1450,5
1251,1297,1569,4
1252,1255,1323,1
1253,2134,861,2
1254,3546,742,1
1255,126,1731,4
1256,2860,2934,1
1257,537,3519,2
1258,2193,3168,5
1259,3597,1919,1
1260,3284,2219,4
1261,2073,1341,2
1262,1604,1515,4
1263,3466,1412,1
1264,67,3037,2
1265,233,4168,1
1266,2157,1023,3
1267,1170,2287,2
1268,2159,2759,1
1269,2276,3772,2
1270,111,1113,5
1271,1494,1946,3
1272,2082,1559,4
1273,623,3880,1
1274,3848,642,4
1275,3441,2238,1
1276,2796,3487,2
1277,2643,3226,4
1278,3626,1015,3
1279,2473,2022,1
1280,2661,2677,4
1281,1542,1541,1
1282,2740,2937,5
1283,1306,3107,5
1284,3392,784,4
1285,1762,671,5
1286,3515,2770,3
1287,1976,2574,4
1288,2363,2585,2
1289,877,1278,4
1290,1990,3044,2
1291,3813,3173,5
1292,3449,3783,4
1293,1313,178,3
1294,1461,276,5
1295,2710,2360,5
1296,2325,3482,5
1297,1734,3360,2
1298,1606,1425,2
1299,1527,4123,3
1300,2672,2961,2
1301,2564,2470,1
1302,3422,3086,1
1303,2891,2373,4
1304,3518,4069,5
1305,3902,1591,1
1306,2398,1113,2
1307,1631,1069,3
1308,3736,2546,2
1309,2871,3650,5
1310,1161,1815,5
1311,759,3908,1
1312,2947,3732,1
1313,243,2193,2
1314,2591,82,4
1315,1064,3707,2
1316,229,3177,1
1317,2596,1826,4
1318,920,82,4
1319,1247,94,1
1320,6,343,2
1321,3394,2409,3
1322,468,1855,1
1323,1756,4000,2
1324,75,1090,3
1325,4,624,5
1326,1871,868,5
1327,646,2477,5
1328,118,3473,3
1329,2929,171,4
1330,1630,1783,5
1331,2552,578,5
1332,2022,68,4
1333,947,1516,3
1334,2622,1,3
1335,1465,2199,4
1336,194,902,1
1337,847,795,4
1338,2763,2067,2
1339,1416,1820,2
1340,3098,371,1
1341,1459,2539,1
1342,2221,3908,2
1343,3372,2055,4
1344,1669,2597,3
1345,2374,1689,2
1346,1434,3322,4
1347,1142,1139,2
1348,2884,2622,3
1349,1811,2729,2
1350,724,1166,2
1351,225,1509,3
1352,532,3842,5
1353,113,524,2
1354,2188,2259,2
1355,559,239,2
1356,2049,1221,1
1357,2138,769,1
1358,654,235,3
1359,320,2761,4
1360,1574,1520,1
1361,1829,1904,3
1362,1918,2235,1
1363,139,936,4
1364,3583,1269,1
1365,3940,819,5
1366,2893,3568,4
1367,2027,4118,4
1368,2307,2116,1
1369,3745,2440,1
1370,902,3388,2
1371,690,1089,2
1372,2040,1828,4
1373,10,2589,2
1374,261,2616,2
1375,1943,1874,2
1376,1674,1774,5
1377,2220,200,2
1378,2946,178,2
1379,2061,931,5
1380,1192,3737,1
1381,3714,2037,4
1382,1620,1486,3
1383,321,2092,1
1384,1343,2385,5
1385,1637,4089,5
1386,2377,1916,4
1387,2833,16,2
1388,2825,2935,3
1389,1995,837,3
1390,2959,2158,3
1391,1944,1577,1
1392,3622,306,5
1393,2039,2054,3
1394,3491,2891,3
1395,3678,3345,2
1396,1119,1209,1
1397,3889,1859,5
1398,1605,2704,4
1399,2366,1972,2
1400,236,1114,2
1401,1970,984,2
1402,334,3311,3
1403,1909,4002,4
1404,376,2772,1
1405,3531,3153,5
1406,1161,2163,1
1407,2636,2128,2
1408,1571,3640,4
1409,2561,561,1
1410,1320,1810,1
1411,3392,2933,2
1412,2966,291,2
1413,3644,1910,1
1414,1856,1429,1
1415,1373,948,3
1416,3912,2528,4
1417,3851,1349,2
1418,873,381,5
1419,1253,1705,5
1420,2318,310,2
