url,Name,Price,Rating,제조회사,등록년월,제품분류,폼팩터,인터페이스,프로토콜,용량,메모리 타입,낸드 구조,RAM 탑재,RAM 타입,컨트롤러,순차읽기,순차쓰기,읽기IOPS,쓰기IOPS,TRIM,GC,SLC캐싱,S.M.A.R.T,DEVSLP,,AES 암호화,전용 S/W,MTBF,TBW,게임기 호환,5년,제한보증,NVMe 방열판,가로,세로,두께,무게,적합성평가인증,안전확인인증,ECC,HMB,마이그레이션,관리기능,3년,데이터 복구 3년,유통회사,RGB/LED,NVMe 방열판 타입,상세분류,크기 변환,M.2 (2230),M.2 (2242),M.2 (2260),M.2 (2280),용도 구분,보관(장착) 개수,공정,블랙,제품재질,2.5형(6.4cm),데이터 복구 1년,RGB컨트롤,인터페이스 변환,전원공급,3.5형(8.9cm),충격보호,옐로우,그린,블루,퍼플,화이트,그레이,보조전원,지원 두께,Mini SATA(mSATA),잠금장치,컨버터 연결지원,방수,실버,7년,UASP 지원,1년,M.2 (22110),기타,PLP,1.8형(4.6cm),2년,레드,10년,맥북 업그레이드용,오렌지
//img.danawa.com/prod_img/500000/519/190/img/13190519_1.jpg?shrink=130:130&_v=20210804095106,삼성전자 870 EVO,524410원,4.8,삼성전자(제조사 웹사이트 바로가기),2021년 01월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,500GB,TLC(토글),3D낸드,DRAM 탑재,DDR4 512MB,삼성 MKX,560MB/s,530MB/s,98K,88K,○,○,○,○,,,○,○,150만시간,300TB,,○,○,,100mm,69.85mm,6.8mm,45g,R-R-SEC-MZ-77E2T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/043/691/img/21691043_1.jpg?shrink=130:130&_v=20230721183028,Western Digital WD Blue SN580 M.2 NVMe,168000원,4.9,Western Digital(제조사 웹사이트 바로가기),2023년 07월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,TLC(기타),3D낸드,,,WD,"4,000MB/s","3,600MB/s",450K,750K,○,,○,○,,,,○,150만시간,300TB,,○,○,방열판 미포함,80mm,22mm,2.38mm,5.5g,R-R-WDT-MVBSN1인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/447/436/img/61436447_1.jpg?shrink=130:130&_v=20250331154241,Seagate 파이어쿠다 530R M.2 NVMe,620890원,4.8,Seagate(제조사 웹사이트 바로가기),2024년 07월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,DRAM 탑재,,파이슨 E18,"7,400MB/s","7,000MB/s","1,300K","1,300K",○,○,○,○,○,,,○,180만시간,"1,100TB",PS5 호환,○,○,방열판 미포함,80mm,22.15mm,2.23mm,7.3g,R-R-STX-STA046인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/568/276/img/13276568_1.jpg?shrink=130:130&_v=20231109105227,삼성전자 PM9A1 M.2 NVMe 병행수입,259990원,4.8,삼성전자(제조사 웹사이트 바로가기),2021년 02월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,1TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 1GB,삼성 Elpis,"7,000MB/s","5,100MB/s","1,000K",850K,○,,○,○,,,○,,150만시간,600TB,PS5 호환,,,방열판 미포함,80mm,22mm,2.38mm,9g,R-R-SEC-MZ-VL21T00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/759/716/img/78716759_1.jpg?shrink=130:130&_v=20250326192055,삼성전자 9100 PRO M.2 NVMe,811220원,5.0,삼성전자(제조사 웹사이트 바로가기),2025년 03월,내장형SSD,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,4TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 4GB,삼성 Presto,"14,800MB/s","13,400MB/s","2,200K","2,600K",○,○,○,○,○,,○,○,150만시간,"2,400TB",,○,○,방열판 미포함,80.15mm,22.15mm,2.38mm,9g,R-R-SEC-MZ-VAP8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/613/712/img/15712613_1.jpg?shrink=130:130&_v=20211117144015,Western Digital WD Green SN350 M.2 NVMe,161890원,4.8,Western Digital(제조사 웹사이트 바로가기),2021년 11월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,QLC,3D낸드,,,WD,"3,200MB/s","2,500MB/s",300K,400K,○,,○,○,,,,○,100만시간,100TB,,,○,방열판 미포함,80mm,22mm,2.38mm,7.5g,R-R-WDT-MCBSM9인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/393/345/img/29345393_1.jpg?shrink=130:130&_v=20231025190423,키오시아 CL4-8D M.2 NVMe 벌크,16000원,4.6,키오시아(제조사 웹사이트 바로가기),2023년 10월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,256GB,TLC(기타),3D낸드,,,기타,"3,200MB/s","2,100MB/s",400K,350K,,,,○,,,,,,,,,,방열판 미포함,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/115/271/img/30271115_1.jpg?shrink=130:130&_v=20231201112405,키오시아 EXCERIA PLUS G3 M.2 NVMe,165460원,4.8,키오시아(제조사 웹사이트 바로가기),2023년 12월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,KIOXIA,"5,000MB/s","3,900MB/s",770K,950K,○,○,○,○,,,,○,150만시간,600TB,,○,○,방열판 미포함,80.15mm,22.15mm,2.63mm,7g,R-R-TMZ-KMG4HNV2T00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/064/398/img/17398064_1.jpg?shrink=130:130&_v=20231109100548,SK하이닉스 Platinum P41 M.2 NVMe 해외구매,208100원,4.7,SK하이닉스(제조사 웹사이트 바로가기),2022년 05월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 1GB,SK하이닉스 Aries,"7,000MB/s","6,500MB/s","1,400K","1,300K",○,○,○,○,○,,○,○,150만시간,750TB,PS5 호환,,,방열판 미포함,80mm,22mm,2.38mm,7g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/767/454/img/17454767_1.jpg?shrink=130:130&_v=20221206161709,마이크론 Crucial P3 Plus M.2 NVMe 대원씨티에스,443000원,4.9,마이크론(제조사 웹사이트 바로가기),2022년 07월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,QLC,3D낸드,,,파이슨,"4,700MB/s","1,900MB/s",,,○,○,○,○,○,,,,,,,○,○,방열판 미포함,80mm,22mm,2.4mm,17g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/548/585/img/15585548_1.jpg?shrink=130:130&_v=20211118161600,COLORFUL SL500 디앤디컴,42500원,4.8,COLORFUL(제조사 웹사이트 바로가기),2021년 11월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,기타,500MB/s,480MB/s,,,,,,,,,,,,,,,,,100mm,70mm,7mm,,R-R-DND-CLF-SL500인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,○,,디앤디컴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/955/852/img/67852955_1.jpg?shrink=130:130&_v=20240930183736,마이크론 Crucial P310 M.2 NVMe 대원씨티에스,204900원,5.0,마이크론(제조사 웹사이트 바로가기),2024년 09월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 2.0,2TB,QLC,3D낸드,,,기타,"7,100MB/s","6,000MB/s","1,000K","1,200K",○,○,○,○,,,,,150만시간,440TB,PS5 호환,○,○,방열판 미포함,22mm,80mm,2.3mm,10g,R-R-MU2-CTXXXP310SSD8J인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/332/660/img/69660332_1.jpg?shrink=130:130&_v=20241025151430,ESSENCORE KLEVV CRAS C715 M.2 NVMe,80490원,N/A,ESSENCORE(제조사 웹사이트 바로가기),2024년 10월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,512GB,TLC(기타),3D낸드,,,기타,"3,200MB/s","2,000MB/s",,,○,,○,○,,,,○,,300TB,,○,○,방열판 미포함,80mm,22mm,2.5mm,7g,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/642/538/img/13538642_1.jpg?shrink=130:130&_v=20240104173030,삼성전자 980 PRO M.2 NVMe,242950원,4.8,삼성전자,2021년 03월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3c,2TB,TLC(토글),3D낸드,DRAM 탑재,DDR4 2GB,삼성 Elpis,"7,000MB/s","5,100MB/s","1,000K","1,000K",○,○,○,○,○,,○,○,150만시간,"1,200TB",PS5 호환,○,○,방열판 미포함,80.15mm,22.15mm,2.38mm,9g,R-R-SEC-MZ-V8P1T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/483/269/img/18269483_1.jpg?shrink=130:130&_v=20241203141806,CORSAIR MP600 PRO NH M.2 NVMe,989990원,4.7,CORSAIR(제조사 웹사이트 바로가기),2022년 11월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,8TB,TLC(기타),3D낸드,DRAM 탑재,DDR4 2GB,PS5018-E18,"7,000MB/s","6,100MB/s",950K,"1,200K",,,,,,,○,,160만시간,"6,000TB",PS5 호환,○,○,방열판 미포함,80mm,22mm,3mm,8.2g,R-R-CSI-RST0081인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/553/247/img/30247553_1.jpg?shrink=130:130&_v=20231204164259,CORSAIR MP700 PRO M.2 NVMe,402050원,N/A,CORSAIR(제조사 웹사이트 바로가기),2023년 11월,내장형SSD,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,1TB,TLC(기타),3D낸드,DRAM 탑재,DDR4 2GB,파이슨 PS5026-E26,"11,700MB/s","9,600MB/s","1,400K","1,500K",○,○,,○,,,○,,160만시간,700TB,,○,○,방열판 미포함,80mm,22mm,3mm,8.2g,R-R-CSI-RST0087인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/127/146/img/20146127_1.jpg?shrink=130:130&_v=20250402164917,ADATA 전설 960 M.2 NVMe,436490원,4.8,ADATA(제조사 웹사이트 바로가기),2023년 05월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,DRAM 탑재,DDR4 1GB,실리콘모션 SM2264,"7,400MB/s","6,000MB/s",730K,610K,○,,○,○,,,○,,200만시간,780TB,PS5 호환,○,○,방열판 포함,80mm,22mm,3.38mm,11g,R-R-A99-ALEGEND960인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/605/353/img/19353605_1.jpg?shrink=130:130&_v=20230511132449,ADATA LEGEND 800 M.2 NVMe,152000원,4.5,ADATA(제조사 웹사이트 바로가기),2023년 03월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,3D낸드,,,기타,"3,500MB/s","2,200MB/s",,,,,○,○,,,○,○,150만시간,600TB,,,○,방열판 포함,80mm,22mm,2.65mm,7.3g,R-R-A99-ALEGEND800인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/908/395/img/79395908_1.jpg?shrink=130:130&_v=20250407130553,ADATA LEGEND 710 M.2 NVMe 파인인포,154000원,N/A,ADATA(제조사 웹사이트 바로가기),2025년 04월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,1TB,,3D낸드,,,Realtek,"2,400MB/s","1,800MB/s",180K,150K,,,○,,,,○,○,150만시간,260TB,,,○,방열판 포함,80mm,22mm,3.13mm,,R-R-A99-ALEGEND710인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/083/019/img/14019083_1.jpg?shrink=130:130&_v=20220607144709,인텔 SOLIDIGM 670p M.2 NVMe,269000원,4.6,인텔(제조사 웹사이트 바로가기),2021년 04월,내장형SSD,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,QLC,3D낸드,DRAM 탑재,,기타,"3,500MB/s","2,500MB/s",220K,330K,○,,○,○,,,○,,160만시간,370TB,,○,○,방열판 미포함,80mm,22mm,,,R-R-CPU-M280PCI1인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/967/282/img/11282967_1.jpg?shrink=130:130&_v=20200513175730,키오시아 EXCERIA,42000원,4.9,키오시아(제조사 웹사이트 바로가기),2020년 05월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,480GB,TLC(토글),3D낸드,,,KIOXIA,555MB/s,530MB/s,82K,88K,○,○,○,○,○,,,○,150만시간,120TB,,,○,,100.45mm,69.85mm,7mm,46g,R-R-TMZ-KVG80ZSE960G인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/435/410/img/33410435_1.jpg?shrink=130:130&_v=20240126095611,삼성전자 990 EVO M.2 NVMe,228980원,4.8,삼성전자(제조사 웹사이트 바로가기),2024년 01월,내장형SSD,M.2 (2280),"PCIe4.0x4(64GT/s), PCIe5.0x2",NVMe 2.0,1TB,TLC(토글),3D낸드,,,삼성 Piccolo,"5,000MB/s","4,200MB/s",680K,800K,○,○,○,○,,,○,○,150만시간,600TB,,○,○,방열판 미포함,80mm,22mm,2.38mm,9g,R-R-SEC-MZ-V9E2T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/908/888/img/12888908_1.jpg?shrink=130:130&_v=20220323154140,GIGABYTE SSD 제이씨현,81990원,5.0,GIGABYTE,2019년 02월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,,,기타,550MB/s,500MB/s,75K,85K,○,,,○,,,,,200만시간,600TB,,,○,,100mm,69.85mm,7mm,,R-REM-GBN-GBTSSD인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/517/907/img/15907517_1.jpg?shrink=130:130&_v=20240409160050,키오시아 EXCERIA PRO M.2 NVMe,210000원,4.8,키오시아(제조사 웹사이트 바로가기),2021년 12월,내장형SSD,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4c,1TB,TLC(기타),3D낸드,DRAM 탑재,,KIOXIA,"7,300MB/s","6,400MB/s","1,000K","1,100K",○,○,○,○,,,,○,150만시간,400TB,PS5 호환,○,○,방열판 미포함,80.15mm,22.15mm,2.23mm,7.6g,R-R-TMZ-KMG-40ZNV2T00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/569/429/img/6429569_1.jpg?shrink=130:130&_v=20220712095826,마이크론 Crucial BX500 대원씨티에스,198590원,4.8,마이크론 Crucial,2018년 08월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,기타,540MB/s,500MB/s,,,○,,○,○,,,,○,150만시간,80TB,,,○,,100mm,70mm,7mm,55g,R-REM-MU2-CTXXXBX500SSD1인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,○,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/015/736/img/49736015_1.jpg?shrink=130:130&_v=20240430173838,Seagate NYTRO 1361,966600원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 04월,내장형SSD,6.4cm(2.5형),SATA3 (6Gb/s),,1.92TB,TLC(기타),3D낸드,DRAM 탑재,,기타,530MB/s,500MB/s,94K,72K,,,,,,,,○,200만시간,"3,806TB",,○,○,,100.35mm,70.1mm,7.1mm,61g,R-R-STX-STA036인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
